path,role,layer,lines,invocation,emits,named,tested
tools/render/scenarios/proposals-mutation-demo.mjs,"a delete-issue card beside an ordinary set-json-field, so the first mutation kind reads as one channel with the file kinds; the GraphQL stub answers the read and refuses the mutation, so the shot cannot delete anything",tools/render/scenarios,68,driver,no,no,no
tools/render/scenarios/proposals-phone-demo.mjs,the Proposals list at phone width with the real four records,tools/render/scenarios,55,driver,no,no,no
tools/render/scenarios/proposals-stale-demo.mjs,the staleness guard and signature line on a moved target,tools/render/scenarios,51,driver,no,no,no
tools/render/scenarios/record-deck-wide.mjs,,tools/render/scenarios,68,driver,no,no,no
tools/render/scenarios/record-deck.mjs,,tools/render/scenarios,37,driver,no,no,no
tools/render/scenarios/ref-switch.mjs,the header ref switch seeded token-free,tools/render/scenarios,57,driver,no,no,no
tools/render/scenarios/repo-landing-row.mjs,"the per-repo sidebar for a repo declaring a `landing`: the Landing row beside Overview, which no real repo produces",tools/render/scenarios,56,driver,no,no,no
tools/render/scenarios/repos-abandoned-badge.mjs,"the repo card's abandoned-branch badge, beside stranded and open PRs",tools/render/scenarios,12,driver,no,no,no
tools/render/scenarios/routed-subject.mjs,"the drawer over a routed subject, the file as the reported identity",tools/render/scenarios,54,driver,no,no,no
tools/render/scenarios/routes-pane.mjs,"Renders Activity's Routes pane with real data for a headless shot: the manifest from the served tree, each carrier's last-commit date derived from git log at render time rather than frozen, and a set of open PRs covering the on/near/no-match cases.",tools/render/scenarios,78,driver,no,no,no
tools/render/scenarios/search-cold.mjs,the Files view's cold open: a bare arrival scopes to the browsed repo and walks it,tools/render/scenarios,50,driver,no,no,no
tools/render/scenarios/search-controls.mjs,"the Files view's scope controls, with the ref picker open",tools/render/scenarios,72,driver,no,no,no
tools/render/scenarios/search-deck.mjs,"the Files view's hits read in the swipe deck: the header naming the file, and the contents list under sheet=1",tools/render/scenarios,71,driver,no,no,no
tools/render/scenarios/search-files.mjs,"the Files view a level into a folder, with a file from it open in the shared viewer",tools/render/scenarios,64,driver,no,no,no
tools/render/scenarios/search-limit.mjs,"what the Contents lane says when the code-search fetch is rejected, one case per reading: case=limit, case=refused, case=unreachable",tools/render/scenarios,55,driver,no,no,no
tools/render/scenarios/section-structure.mjs,"the section rules a markdown aim draws, at two widths",tools/render/scenarios,47,driver,no,no,no
tools/render/scenarios/session-contents.mjs,"enters the session deck from the outline the page opens on, then opens the deck's own contents list: the rows readable at 390px, the reader marked, and one pager gap per exchange",tools/render/scenarios,65,driver,no,no,no
tools/render/scenarios/session-exchange-card.mjs,,tools/render/scenarios,58,driver,no,no,no
tools/render/scenarios/showing-paste-rows.mjs,,tools/render/scenarios,27,driver,no,no,no
tools/render/scenarios/sidebar-compare.mjs,,tools/render/scenarios,169,driver,no,yes,no
tools/render/scenarios/sidebar-projects-overlay.mjs,the same sidebar state in overlay posture; only the posture distinguishes the pair,tools/render/scenarios,51,driver,no,yes,no
tools/render/scenarios/sidebar-projects.mjs,drive show-repo's sidebar into the nested-projects state,tools/render/scenarios,66,driver,no,yes,no
tools/render/scenarios/sidebar-repo-menus.mjs,the sidebar Repos index with one row's two menus open,tools/render/scenarios,61,driver,no,no,no
tools/render/scenarios/sidebar-view-labels.mjs,"the estate sidebar's app-view rows when two repos promote the same label: a fixture config cache in the 2026-08-26 shape, where home's promotion is cross-repo, so the shot proves the row names the promoting repo rather than the page's own; COLLIDE=0 is the control",tools/render/scenarios,67,driver,no,no,no
tools/render/scenarios/stage-aimed-deposit.mjs,"the stage opened at a branch destination, the shape a branch-page deposit hands it",tools/render/scenarios,20,driver,no,no,no
tools/render/scenarios/stage-compare-pick.mjs,"the reader's compare picker: the first staged file against the last, which the adjacent-pair rule could not reach, with the list open over it",tools/render/scenarios,135,driver,no,no,no
tools/render/scenarios/stage-dictate.mjs,"the stage's dictation intake: the mic beside Paste, committed text with a live interim, and the mark pad",tools/render/scenarios,33,driver,no,no,no
tools/render/scenarios/stage-diff-longrefs.mjs,the Diff tab's A/B selects clipping long repo@ref:path labels,tools/render/scenarios,18,driver,no,no,no
tools/render/scenarios/stage-diff-review.mjs,"the Stage's Diff lens run on two local items, with the review-prompts panel",tools/render/scenarios,29,driver,no,yes,no
tools/render/scenarios/stage-flavor-bar.mjs,"the flavors bar after a web-page paste and one conversion: every flavor named, the staged ones ticked, and the markdown that was made sitting beside them as a pill",tools/render/scenarios,76,driver,no,no,no
tools/render/scenarios/stage-image-preview.mjs,,tools/render/scenarios,32,driver,no,no,no
tools/render/scenarios/stage-keyboard-mode.mjs,"the stage's dictation card with the keyboard open, which is where the recording misreading was reported",tools/render/scenarios,53,driver,no,no,no
tools/render/scenarios/stage-markdown-raw.mjs,"the html pill menu's payoff: the converted page opened RAW, where every other .md in the app renders",tools/render/scenarios,26,driver,no,no,no
tools/render/scenarios/stage-paste-flavors.mjs,,tools/render/scenarios,44,driver,no,no,no
tools/render/scenarios/stage-reader-subject.mjs,"the stage reader announcing which staged file is on screen, so the FAB drawer names the file being read rather than the app shell hosting it",tools/render/scenarios,102,driver,no,no,no
tools/render/scenarios/stage-rename-local.mjs,,tools/render/scenarios,23,driver,no,no,no
tools/render/scenarios/stage-sniffed-name.mjs,,tools/render/scenarios,25,driver,no,no,no
tools/render/scenarios/stage-stitch.mjs,"the stage composer's stitch key: a caret in a sentence gap turns the full-stop cell into the cell that takes one back, the same swap the annotator's card makes off the same kit verb",tools/render/scenarios,52,driver,no,no,no
tools/render/scenarios/stage-transform-chip.mjs,"stages three transform-shaped items, opens one in the workbench, and asserts the table actually drew",tools/render/scenarios,54,driver,no,no,yes
tools/render/scenarios/state-view.mjs,"Populate the State view for a screenshot: stub the registry reads with a current cache, a stale one, an unchecked one, and the buttonless entity index",tools/render/scenarios,280,driver,no,no,no
tools/render/scenarios/subject-action-probe.mjs,"probe: can the shell invoke a toss subject's action closure, or only reach it",tools/render/scenarios,124,driver,no,no,no
tools/render/scenarios/toss-fragment.mjs,prove toss-render hands a trailing #frag to the rendered page in both trust postures,tools/render/scenarios,96,driver,no,no,no
tools/render/screenshot.mjs,the Chromium pixel render behind npm run shot; --script drives a scenario first,tools/render,259,npm:shot,yes,yes,yes
