path,repo,oracle,scope,data_kinds,blocks,stop_sites,resists,confidence,construction,objects,smells,misses,expert_reading,oracle_notes,resists_why,shard
tools/test/deck-dock-reflow.mjs,web-tools,specified,e2e,[],suite-only,9,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""stub""], ""verification"": ""state""}","{""a"": ""the real app/index.html booted in Chromium: main's computed padding-right and root dataset.deckPane/deckOpen across open/dock/close"", ""b"": ""hand-written expected sequence: zero padding before open, positive while docked, zero again after close, with the dock preference surviving the close""}","[""none""]","a future change that keys main's padding on a CSS selector combining data-deck-open and data-deck-pane, rather than a computed inline style, could still read the correct paddingRight at this test's fixed 1440px viewport while breaking at an intermediate breakpoint the test never visits.","Playwright end-to-end check that the app's docked file deck gives back main's padding-right on close, distinguishing the reader's persisted dock-pane preference from the deck's own open/closed lifetime, and separately asserting the drag-splitter kit and handle actually boot in the real app shell.",,,hub-05
tools/test/deck-entry-parity.test.mjs,web-tools,consistency,contract,"[""reconciliation""]",ci,3,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""literal deck-button markup (class attribute, icon class, title string) in seven template-driven files (branch-brief.js, session-brief.js, search-view.js, map.js x4)"", ""b"": ""lib/kits/swipe-deck.js's swipeDeck.entry.cls()/icon/title() canonical output""}","[""hard-coded-data""]","a copy could pass this test's class-set comparison while wired to the wrong tone (e.g. 'ghost' where 'primary' is intended) if the door's declared tone in the DOORS table itself is wrong, since that table is the test's own hand-authored input and nothing cross-checks it against the UI intent described only in comments.","Holds seven template-driven copies of swipeDeck's canonical deck-button door (class set, icon, pending/counted title wording) to the kit's own entry.cls()/icon/title() output, so a kit restyle fails loudly in every consumer file that cannot call entry() directly.",,,hub-05
tools/test/deck-split-drag.mjs,web-tools,specified,e2e,[],suite-only,1,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""none""], ""verification"": ""both""}","{""a"": ""`.dk-split` handle position and `.sd-overlay` bounding rect in a live Chromium page after a real `page.mouse` drag of -200px/+... px"", ""b"": ""hand-authored thresholds: seam-to-edge alignment (<4px), post-drag left-edge shift (>150px), `main` padding matching deck width (<4px), stored `localStorage.deckDockPct` in [20,80], clamp value ===80""}","[""hard-coded-data""]","A bug where the drag handler updates the visual `sd-overlay` width and `aria-valuenow` together but writes the WRONG key to localStorage (e.g. a stale `deckDockPct` from a previous session merged incorrectly) would not be caught unless the written value happens to fall outside [20,80], since the test only range-checks the stored value rather than asserting it equals the pixel-derived percentage exactly.","A Playwright end-to-end check that drags the docked deck's `.dk-split` handle with real mouse events in a Chromium page serving the actual `app/index.html`, asserting that the handle position, `main`'s padding, `localStorage.deckDockPct`, and `aria-valuenow` all move together and clamp correctly, plus that the seam disappears when the deck closes.","Expected values are hand-picked thresholds and tolerances (150px minimum shift, 4px alignment tolerance, 20-80% clamp range) written directly into the assertions, not derived from re-running a builder or a second implementation.",,hub-06
tools/test/derived-artifacts.test.mjs,web-tools,mixed,contract,"[""byte-reproduction""]",ci,10,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""each generated artifact (dist/web-tools.js, dist/app.js, pages/README.md+index.html, docs/README.md, the tools index, docs/themes.json, the SNAGS index, tracker/board.md+.csv, .claude/skills/web-tools/{CONVENTIONS,SURFACING}.md)"", ""b"": ""that artifact's own generator run in --check mode against its source (lib/, pages/, docs/, tracker/tasks/, docs/CONVENTIONS.md, docs/SURFACING.md)""}","[""none""]","A generator that is internally wrong but deterministically wrong (e.g. tools-index.mjs mis-parsing a script's category tag) would still pass every test here, since --check only confirms the committed file matches what the generator currently emits, not that the generator's logic is correct.","A contract suite asserting every deterministically-generated artifact in the repo (builds, indexes, the tracker board, the vendored conventions copy) is byte-identical to what its own generator would currently produce from source, plus a direct check that the board generator is byte-deterministic across two runs.","Eight of ten tests spawn a generator in `--check` mode, which re-derives the expected artifact from its source and compares bytes (derived); the byte-determinism test and the vendored-conventions test instead compare two internal artifacts to each other (consistency: two runs of build-board.py, and .claude/skills/web-tools/*.md vs docs/*.md).",,hub-06
tools/test/dictate-page.mjs,web-tools,mixed,e2e,[],suite-only,1,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""stub"", ""fake""], ""verification"": ""both""}","{""a"": ""the assembled pages/dictate.html running in a real 390x844 Chromium page, with a stubbed SpeechRecognition (FakeSR) and an intercepted GitHub Contents API"", ""b"": ""hand-written expected outcomes for each of ~90 gesture/geometry/persistence/network assertions (selection start/end offsets, button bounding boxes, PUT payload contents, localStorage survival across reload)""}","[""eager-test"", ""general-fixture""]","Autocorrect matching is exercised only in lowercase ('js deliver', 'web tools'); if the replacement lookup became case-sensitive so a capitalized mid-sentence occurrence like 'We use JS Deliver daily' stopped matching, this file would not catch it.","An end-to-end Playwright script that boots the assembled dictate.html at phone width with a stubbed speech engine and mocked GitHub writes, then drives dozens of real mouse/touch gestures (pad drag, pinhead drag, long-press, double-tap, keyboard handoff) and checks the resulting selection state, layout geometry, and persisted network calls against hand-authored expectations.","Predominantly specified (hand-authored geometry thresholds, selection ranges, and network-payload contents); one pass (the two-halves 'mirror' check) is consistency between the read pane and the textarea's own computed-style-derived wrap shape.",,hub-06
tools/test/dictate.test.mjs,web-tools,specified,unit,[],ci,76,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""fake""], ""verification"": ""state""}","{""a"": ""kits/dictate.js's Dictate.create() instance state (.text, .range, .segments, .capitalArmed, .canUndo) after simulated FakeSR events, punct()/backWord()/stitch()/undo() calls, and a fake clock"", ""b"": ""hand-authored expected buffer text, ranges, and flags per test (e.g. 'the first thought. A second one.')""}","[""none""]","If canStitch's gap-detection regex ever matched a decimal point inside a token (e.g. treating 'v2.5 the next release' as a sentence boundary at '2.5'), no test exercises a period embedded in a non-sentence token, so the false-positive stitch target would go uncaught.","A pure-logic unit suite for kits/dictate.js's Dictate buffer covering punctuation/casing composition, the stitch/un-end gap-closing gestures, undo/redo as mutation snapshots, and the shared DOM painter's span layout and hit-testing arithmetic, driven entirely by a FakeSR stub and a fake clock rather than jsdom layout or a browser.",,,hub-06
tools/test/diff-tool-engine.test.mjs,web-tools,mixed,unit,[],ci,33,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""app.diffLines(a,b)/textDiff.lines(a,b) ops sequence and its edit count"", ""b"": ""optimalEdits(a,b), a from-scratch O(nm) DP edit-distance function""}","[""none""]","editCount()'s eq/non-eq classification and check()'s slack constant (best*slack+4) mean a systematically non-minimal patience-diff result (e.g. always falling through to plain Myers) would still pass, so a regression that silently disables the patience anchoring pass is not caught unless it also breaks reconstruction.","Property-based and metamorphic tests of kits/text-diff.js's diffLines(): checks structural invariants (ops reconstruct both inputs, indices monotone) and bounds the returned edit count against a brute-force DP edit-distance oracle, plus cross-consumer parity between pages/diff-tool.html's diffApp() and the shared kit used by the stage's Diff lens.","pseudo (edit count bounded against optimalEdits, an independent brute-force DP implementation) combined with consistency (ops reconstruct both inputs and stay monotone; the page's diffApp() and the shared kit are asserted to compute identical ops).",,hub-07
tools/test/dock-split-bounds.test.mjs,web-tools,specified,unit,[],ci,7,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""none""], ""verification"": ""both""}","{""a"": ""dockSplit.attach() clamped pct and aria-valuemin/valuemax after synthetic pointer/key events"", ""b"": ""hand-computed expected percentage from the literal RECT geometry (1000x500) and the min/max option passed to attach()""}","[""none""]",min/max is exercised only with `from: 'end'`; a bound-resolution bug that only manifests with `from: 'start'` (e.g. the clamp direction inverted relative to the bound) would not be caught since every test in this file fixes from: 'end'.,"Unit tests of kits/dock-split.js's min/max bound resolution: drives synthetic pointerdown/pointermove/keydown against a fixed literal bounding rect and asserts the clamped percentage and aria-valuemin/valuemax match hand-computed values, covering numeric bounds, function bounds re-read on every clamp (not frozen at attach), and NaN/undefined fallback to the 20/80 default.",,,hub-07
tools/test/dock-split.test.mjs,web-tools,specified,unit,[],ci,9,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""none""], ""verification"": ""both""}","{""a"": ""dockSplit.attach() pct/aria/onChange/onCommit sequence over synthetic pointerdown/pointermove/pointerup and keydown on a mounted handle"", ""b"": ""hand-computed expected percentage from the fixed 1000x800 BOUNDS rect (e.g. 400px from the right edge of 1000px = 40%)""}","[""none""]","role/tabindex/aria wiring is asserted once right after mount(); destroy() then re-attach() on the same DOM node is never exercised, so stale aria-* attributes or a double-bound listener surviving a re-mount would not be caught.","Behavioral tests of kits/dock-split.js's pointer- and keyboard-driven drag handle: asserts ARIA separator semantics, that listeners live on window so a drag survives the pointer leaving the handle's 6px track, commit-only-on-release (not per-frame) semantics, pointercancel cleanup of drag CSS classes, and destroy() teardown, all checked against hand-derived percentages from a fixed rect.",,,hub-07
tools/test/docs-registry.test.mjs,web-tools,mixed,data-quality,"[""referential"", ""unique"", ""existence"", ""reconciliation"", ""accepted-values""]",ci,6,False,high,"{""fixture"": ""real files on disk"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""docs/docs.csv rows (path, status, reach, words, maintenance)"", ""b"": ""the docs/ file tree on disk plus deriveReach()/deriveWords() from tools/build/docs-reach.mjs""}","[""none""]","the test only checks that the registry's stored reach/words agree with deriveReach()/deriveWords(); if the deriver itself misclassifies a document's channel (e.g. a doc newly referenced only from a skill's SKILL.md, not yet covered by a CHANNELS pattern) both sides would agree on a wrong value and the test would pass.","Completeness and consistency gate over docs/docs.csv: every markdown/json/csv file under docs/ has exactly one row (bidirectional set equality against the filesystem), enum fields are checked against declared vocabularies, and the derived reach/words columns are re-derived and diffed against the stored values so a stale registry restamp fails loudly with the fix command.","consistency (every docs/ file claimed by exactly one row, and vice versa) plus derived (declared reach/words columns re-derived via docs-reach.mjs and compared field-by-field) plus specified (status/reach enum membership, path existence, and a banned-pattern check on bare 'authored' maintenance text).",,hub-07
tools/test/docx.test.mjs,web-tools,specified,unit,[],ci,20,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""none""], ""verification"": ""state""}","{""a"": ""docxKit.survey()/unwrapControls()/mapBullets()/markPageBreaks()/fixHeaderRefs()/markPageFields()/expandSimpleFields()/normalize() output over hand-built WordprocessingML XML fixtures (DOCUMENT, NUMBERING, HEADERS, FOOTER)"", ""b"": ""hand-written expected DOM element-name lists, text arrays, and report objects (e.g. levels ['block','row','cell','run','block','run'], bullet glyphs '\u2022'/'\u25aa'/'o')""}","[""hard-coded-data""]","unwrapControls() is only exercised with a content control wrapping a cell's paragraph one level deep; a control wrapping the <w:tc> itself (one nesting level shallower) is never constructed as a fixture, so a regression specific to that depth would slip through.","Pure-function unit tests of kits/docx.js's WordprocessingML normalization passes: content-control unwrapping at block/row/cell/run levels, Symbol/Wingdings bullet-glyph mapping with font-hint stripping, pageBreakBefore-to-explicit-break-run conversion, cross-section header/footer reference inheritance under evenAndOddHeaders, and PAGE/NUMPAGES field-code sentinel marking, each driven against hand-built XML and checked against literal expected shapes.",,,hub-07
tools/test/drop-zone.test.mjs,web-tools,specified,unit,[],ci,9,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake""], ""verification"": ""both""}","{""a"": ""dropZone() Alpine component's matchesAccept()/emitFile()/take()/emitText() outputs (drop-file event detail, status, statusKind)"", ""b"": ""hand-written expected event details and status strings for each accept/size gate scenario""}","[""none""]","matchesAccept() is tested with 'image/*' matching a lowercase 'image/png' mime; a mime string with mismatched case (e.g. 'Image/PNG', which some browsers/OS pickers emit) is never fed through the glob branch, so a case-sensitive regression in the matcher would not be caught.","Component-level tests of alpineComponents/drop-zone.js mounted under real Alpine over jsdom: drives the accept/size gates and the bubbling drop-file event emission path using synthetic File-like fakes (arrayBuffer/size/name/type), asserting the emitted detail and status/statusKind against hand-written expectations; explicitly leaves drag-hover visuals, native paste, and the file dialog uncovered.",,,hub-07
tools/test/estate-activity-progress.test.mjs,web-tools,specified,unit,[],ci,7,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""stub""], ""verification"": ""state""}","{""a"": ""estate() component's crawlLabel()/crawlActive()/crawlPct() getters for a given crawl key ('activity'|'sessions')"", ""b"": ""hand-set shell.crawlProgress slot values (verb, unit, done, total, active) and their hand-computed expected label/percent strings""}","[""none""]","crawlPct() rounding is only asserted at values that round cleanly (36%, 15%, 50%, 100%); a done/total pair landing exactly on a .5 boundary (e.g. 1 of 8 = 12.5%) is never exercised, so a round-half-up vs. round-half-to-even regression would not be caught.","Pure getter tests on alpineComponents/estate.js's crawl-progress projection: given a stubbed shell.crawlProgress slot, asserts the derived label string, the in-flight repo/record short-name list (capped by ACTIVITY_REPO_POOL concurrency), and the percent-complete bar value, including the no-denominator-yet and idle-pane-renders-nothing edge cases across the Branches and Sessions panes.",,,hub-07
tools/test/estate-adoption.test.mjs,web-tools,specified,unit,[],ci,6,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""stub""], ""verification"": ""state""}","{""a"": ""estate() readAdoption()/adopt()/adoptChips()/scopeFile()/scopeText() over the hand-built CACHE fixture"", ""b"": ""hand-written expected verdict, scope, scopeFile, and chip on/off values per repo row in CACHE""}","[""hard-coded-data""]","adoptChips() is asserted to return exactly the four labels ['marketplace','plugins','conventions','config']; if a fifth check were added to the align object without updating adoptChips()'s own projection, no test would fail because the expected label list is a hard-coded literal rather than derived from the shape of the align object itself.","Unit tests of alpineComponents/estate.js's adoption-cache reader: readAdoption()/adopt()/adoptChips()/scopeFile() are checked against a hand-built per-repo config+align cache, covering aligned/unaligned/hub verdicts and asserting that a repo present-but-ungraded or absent from the cache renders as silent (no chips, no verdict) rather than as failing checks.",,,hub-07
tools/test/estate-branch-pr-state.test.mjs,web-tools,mixed,unit,[],ci,25,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""fake"", ""stub""], ""verification"": ""state""}","{""a"": ""GH.prototype.branchPulls()/RepoActivityCache.mergeRepo()/estate() branchState()+branchAccent()+openRows, over a seeded activity.branchPRs index"", ""b"": ""hand-authored raw PR lists, prior cache entries, and seeded scan/branchPRs fixtures with hand-computed expected folded rows, hash equality/inequality, and row pill states (open/merged/closed/nopr/unknown)""}","[""none""]","branchPulls() picks the 'newest' PR per head by scanning list order (relying on the API's sort=updated ordering); no test uses two PRs with an identical updated_at for the same head, so a tie in the API's secondary sort order could silently select the wrong PR as canonical.","Three-layer test of PR-state propagation: gh-fetch.js's branchPulls() folding an any-state PR list to newest-per-head with a reach watermark, repo-activity-cache.js's mergeRepo() hash stability across a PR merge vs. only its timestamp changing, and estate.js's branchState()/branchAccent()/openRows deriving open/merged/closed/nopr/unknown row states and the Abandoned scope count from a seeded activity fixture.","specified expected folds/hashes/row-states for hand-authored PR lists and cache entries, plus a consistency check that a PR merging changes RepoActivityCache's hash while irrelevant timestamp churn does not.",,hub-07
tools/test/estate-branch-sessions.test.mjs,web-tools,specified,unit,[],ci,24,False,high,"{""fixture"": ""fresh per test"", ""doubles"": [""fake""], ""verification"": ""state""}","{""a"": ""GH.branchSessions()/sessionIn(); BranchStatus.sessionsIn()/scanBranchLive()/compareFields(); estate() row.session/row.sessions precedence"", ""b"": ""hand-authored fake GraphQL ref/commit bodies and gh.compare() responses, with hand-computed expected session URLs and the precedence order (branch trailer > PR body > legacy single-session string)""}","[""none""]",session dedup in sessionsIn()/compareFields() matches on exact URL string equality; a trailer copy-pasted with trailing whitespace or different casing in the session id would be treated as a distinct session and inflate the sessions list rather than being recognized as a duplicate.,"Cross-layer test of branch-to-Claude-session resolution: gh-fetch.js's branchSessions() GraphQL walk and sessionIn() trailer regex, branch-status.js's compareFields()/scanBranchLive() deriving an exact-vs-capped session list off a branch's compare against main, and estate.js's row projection choosing branch-trailer sessions over PR-body sessions over a legacy single-session string, each checked against hand-built fake GraphQL/compare fixtures.",,,hub-07
tools/test/estate-chats-retry.test.mjs,web-tools,specified,unit,[],ci,5,False,high,"{""fixture"": ""shared module-level"", ""doubles"": [""fake"", ""spy""], ""verification"": ""both""}","{""a"": ""estate() loadChats()/retryChats() call count against FakeGH's frontier.json read, counted by FRONTIER_READS across up to 25 re-entrant loadChats() calls"", ""b"": ""the hand-specified invariant: exactly one frontier.json read per failure and per success, regardless of how many times the reactive x-effect re-enters loadChats()""}","[""none""]","the retry guard is exercised only through direct loadChats()/retryChats() calls; a regression where an unrelated reactive write elsewhere resets chatsTried (rather than only retryChats() clearing it) would not be caught, since the mounted x-effect driving the pane is never triggered through an actual tab switch here.","Regression/call-count test on alpineComponents/estate.js's Chats pane loader: asserts that a failing frontier.json read is attempted exactly once no matter how many times loadChats() re-enters (the guard against a self-retriggering infinite loop that previously pegged the main thread and froze the pane), and that retryChats() explicitly bypasses the backoff for one fresh attempt.",,,hub-07
tools/test/estate-detail-address.test.mjs,web-tools,specified,integration,[],ci,16,False,medium,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""stub""], ""verification"": ""both""}","{""a"": ""estate() detail/detailRow/detailLink() and the mounted branchBrief swipe-deck slide's opts (pane/file/base/facts), driven via openBranchDetail()/onDeckSlide()/closeDetail()/openDetailFromUrl() over &detail=/&pane=/&file= URL params"", ""b"": ""hand-written expected stamped &detail= spec strings, row names, and slide option objects, against a hand-built activity fixture (makeActivity()) of three open-PR branches""}","[""fragile-fixture""]","the &detail= spec is parsed by splitting on the first '@' after the owner/repo; branch names in the fixtures never contain a literal '@' character (rare but valid in some git ref conventions), so a mis-split at the wrong '@' for such a branch would go undetected.","Integration test of estate.js's branch-detail takeover address bar: verifies openBranchDetail()/onDeckSlide()/closeDetail() stamp and clear &detail=owner/repo@branch through the shell's setDetail sink, that openDetailFromUrl() resolves a deep link against the cached activity list (including branches outside the current filter, outside the crawl window, or never crawled at all), and that &pane=/&file= query params are threaded into the specific mounted swipe-deck slide's options without leaking to sibling slides.",,,hub-07
tools/test/estate-jots.test.mjs,web-tools,mixed,unit,[],ci,21,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake""], ""verification"": ""both""}","{""a"": ""estate() Alpine component state (jotItems/todoItems/pinItems) and its SAVES calls after driving loadJots/addJot/deleteJot/toggleUrgent/setDue"", ""b"": ""hand-written expected item shapes and commit-message regexes in the test body""}","[""hard-coded-data""]","addJot never checks for id collisions across concurrent adds, so two jots minted in the same millisecond by two tabs could receive colliding ids and silently overwrite one another on the next merge-read save.","A state-machine unit suite for the estate.js jots/todos Alpine data object, driven over a hand-rolled FakeGH double, asserting exact post-call item arrays and exact commit-message strings rather than just call counts.","most assertions are specified (hand-written expected shapes/messages after driving the component), but the fresh-read-merge test is a consistency check (post-write item set equals pre-write set plus the concurrent write) and the FRESH-cache-option test is closer to implicit (asserts an option was passed, not an outcome).",,hub-08
tools/test/estate-pins.test.mjs,web-tools,specified,unit,[],ci,11,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake""], ""verification"": ""both""}","{""a"": ""estate() component's pinItems/pinGroups/NAV state after calling loadPins/addPin/deletePin/openPin/pinPicked"", ""b"": ""hand-written expected item fields, group orderings, and NAV call sequences in the assertions""}","[""hard-coded-data""]","pinGroups groups purely by the literal `group` string with the repo short name as fallback, so two different repos with unrelated data both left ungrouped would be silently merged into one section keyed by whichever repo's short name happens to match, never checked here.","A behavioral unit suite for the estate.js Pin list (add/delete/group/open-route), asserting exact saved JSON shapes, commit messages, and shell-navigation call sequences against a fake GH client and a stubbed shell/path-picker.",,,hub-08
tools/test/estate-rows.test.mjs,web-tools,specified,unit,[],ci,7,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake""], ""verification"": ""state""}","{""a"": ""data.groupSections/data.entries/data.face(...) computed from a CONFIG_MAP of per-repo {estate,group,order} fixture values"", ""b"": ""hand-written expected section/order/nesting shape in each assertion""}","[""hard-coded-data""]","applyNesting matches a companion repo purely by the `-private` name suffix, so a repo literally named e.g. `me/tools-private-notes` would be silently swallowed into `me/tools`'s card instead of getting its own section, which no fixture here exercises.",A pure-getter unit suite over estate.js's Repos view: builds a config-cache fixture (state/configs.json shape) and asserts the grouped/ordered/nested section layout and the signed-out fallback to DEFAULT_REPO.,,,hub-08
tools/test/estate-routes.test.mjs,web-tools,mixed,integration,[],ci,14,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake""], ""verification"": ""both""}","{""a"": ""estate.js loadRoutes()/routeRows/branchRoutes output driven over a fixture app-routes.csv+vocabularies.csv manifest and a commits/pulls-serving FakeGH"", ""b"": ""hand-written expected row order, dating, PR joins, and ref-pinned addresses in the assertions""}","[""hard-coded-data""]","branchRoutes joins PR-touched files to routes by exact path string; a route file that gets renamed on the branch (same content, new path) would silently stop matching any in-flight PR and the row would read as untouched, with nothing here catching the case.","An integration-style unit suite for the Routes pane's loader/join logic in estate.js, verifying it reads the running ref (not main), dates each declared carrier via one commits call each, and joins open PRs to routes by touched file path.","most assertions are specified against a hand-authored MANIFEST/COMMITS/pulls fixture; the ref-consistency assertion inside FakeGH.req (the &sha= must match this.ref) is itself a consistency check embedded in the double, not just in the test body.",,hub-08
tools/test/estate-search.test.mjs,web-tools,mixed,unit,[],ci,18,False,medium,"{""fixture"": ""shared module-level"", ""doubles"": [""fake""], ""verification"": ""both""}","{""a"": ""lib/kits/estate-search.js's EstateSearch.tree/names/level/code/sessions output over a fake GH client's tree/search/rate_limit fixtures"", ""b"": ""hand-written expected hit lists, cache-call counts, and error-message regexes""}","[""hard-coded-data"", ""assertion-roulette""]","ES.sessions() greps 'opening_ask' and 'prompts[].text' and the derived/exported name, but never the record's 'last_message' field for a plain substring, so a session whose only mention of the search term is in its final reply would not be found even though last_message is read elsewhere in the corpus fold (per the fixture shape, last_message is passed but not asserted as searched).","A unit suite for the shared estate-search.js module (tree cache with backoff, cross-repo name search, code-search rate-limit diagnosis, and session-corpus grep), run headless with a fake GH client, no Alpine involved.","most cases are specified (hand-written expected hit lists/messages against a fixture tree/search/rate-limit); a few (the three-rejection-outcomes test, the tree-cache-hit-vs-fetch tests) are consistency checks (same object returned twice from cache; three distinct error paths must be pairwise distinct).",,hub-08
tools/test/estate-session-tree.test.mjs,web-tools,specified,unit,"[""set-equality""]",ci,26,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""stub""], ""verification"": ""state""}","{""a"": ""estate.js's data.sessionTree (nodes/orphans/stats) computed from a fixture activity map (branches) and a fixture sessionRows_ (session records)"", ""b"": ""hand-written expected node placement, ordering, and stats counts in each assertion""}","[""hard-coded-data""]","the agent-trailer match compares session URLs by exact string equality only; a session URL differing by trailing slash or http/https scheme would fail to match its own commit trailer and silently fall through to the name-match or orphan path, which no fixture here varies.","A unit suite for the Sessions pane's three-way join (agent trailer / branch name / stub) between crawled branches and session records in estate.js, and for the outcome/rail rollup (ready/draft/merged/closed/stub) each session node renders.","the 'every branch row is either placed or an orphan' test is closer to a consistency/invariant check (placed+orphan==rows, viaAgent+viaName+stub==placed) than a specified value, but the file is dominated by specified expected trees.",,hub-08
tools/test/estate-open-branches.test.mjs,web-tools,specified,unit,[],ci,51,False,medium,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake"", ""spy""], ""verification"": ""both""}","{""a"": ""estate.js's openBranches/openRepos/branchLine/branchMenuItems/openRowCard and the swipe-deck slide state, computed from a seeded `data.activity` map of branches and open PRs"", ""b"": ""hand-written expected row lists, labels, menu keys, and card contents in each assertion""}","[""hard-coded-data"", ""eager-test""]","branchLine's PR-title fallback (rowPR) prefers the open PR, else 'the last one of any state'; if a branch has two closed PRs it takes whichever the cache lists last with no tie-break on recency, so a stale closed PR's title could outrank a more recent closed PR's title and no fixture here has more than one closed PR per branch to catch it.","A large unit suite driving estate.js's branch-list/swipe-deck UI logic end to end at the data-object level (row projection, scope/repo filters, per-branch GitHub menu, and the deck's per-slide cards for diffs, commits, and session transcripts), all over a seeded in-memory activity cache with a window.open spy, no real network or Alpine rendering assertions beyond $data.",one test ('every read for another branch is not this card's') is a consistency check (a mutation keyed to one branch must not appear on another's card); the rest assert hand-written expected rows/labels/menus/DOM state against a seeded activity fixture.,,hub-08
tools/test/estate-sessions.test.mjs,web-tools,mixed,integration,[],ci,75,False,medium,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake"", ""stub""], ""verification"": ""both""}","{""a"": ""alpineComponents/estate.js Sessions-pane getters and methods (sessionRows, sessionLabel, sessionAsk, sessionStates, openSession, copySessionPointer) mounted with lib/kits/branch-status.js and repo-sessions-cache.js"", ""b"": ""hand-authored expected values (literal URLs, labels, filtered id arrays, durations) driven over a FakeGH double and a stubbed shell object""}","[""fragile-fixture"", ""general-fixture""]","sessionAsk() would not catch a reference-style markdown link ([label][ref]) being left with its bracket syntax intact, since only inline [label](url) links are exercised in the strip test.","A jsdom+Alpine behavioral spec for the estate.js Sessions pane: exercises scope/repo/state filter lapsing, row caching, label/duration formatting, and card-toggle logic against a hand-rolled FakeGH and stubbed shell, asserting against literal expected strings and a few cross-method address-consistency checks rather than any external record.","Most assertions check computed component output against hand-written literal strings (URLs, labels, durations, filtered id lists); a few pin cross-method consistency, e.g. the copied pointer block must embed the same URL sessionPageUrl() computes for the row.",,hub-09
tools/test/estate-unfiled.test.mjs,web-tools,mixed,integration,[],ci,12,False,medium,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""fake"", ""stub""], ""verification"": ""both""}","{""a"": ""alpineComponents/estate.js Unfiled/Set-aside/Retired grouping logic (unfiledSections, unfiledState, setAside, adoptUnfiled) driven over FakeGH.repos()/get()/save()"", ""b"": ""hand-authored ACCOUNT_FIXTURE and CONFIG_MAP fixtures plus expected group-membership and write-payload literals""}","[""general-fixture""]","setAside()'s config merge would not catch a concurrent second write clobbering a sibling key, since WRITES only records the single synchronous save() call this test triggers and no interleaving is exercised.","Behavioral spec for the estate.js Unfiled section: pins membership subtraction between filed cards and unfiled rows, the three-way archived/optout/undecided classification precedence, and optimistic set-aside/adopt writes that self-heal once the stubbed config cache catches up, all against a FakeGH double.","Mostly specified (hand-authored expected group orderings and exact .web-tools.json write payloads), with one internal-consistency check that a repo counted as a member (data.entries) never also appears among data.unfiledRepos.",,hub-09
tools/test/fab-capture.test.mjs,web-tools,specified,integration,[],ci,2,False,high,"{""fixture"": ""jsdom/alpine boot"", ""doubles"": [""stub""], ""verification"": ""both""}","{""a"": ""fab.js captureData()/runTake('capture') output, built over pre-seeded window.__consoleLogs/__loadedScripts/__reads globals"", ""b"": ""hand-written expected capture shape: capture=='fab/1', mode=='top-level', read.bytes>0 with read.value undefined, and the pageThing component's contributed action label""}","[""none""]","captureData()'s byte-size reporting via JSON.stringify(value).length would not catch a read whose value is a Map, Set, or contains a circular reference silently serializing to '{}' while the real payload holds substantial data.","Contract test for fab.captureData(): pins that the clipboard capture bundle reports byte sizes rather than raw payload values, retains a pre-mount console buffer, and lists the page's own contributed component actions; the clipboard write path is exercised through a stubbed navigator.clipboard.",,,hub-09
