repo,artifact,script,where,script_sha,kind,term,requirement,a,a_mode,b,b_mode,failure,limit,blocks,unit,count
web-tools,tools/graphql/github-schema.pruned.graphql,tools/test/graphql-schema.test.mjs,52,a15767d8a2ebdb8299154dead7f3dca17bb648c9,one-way coverage,adaptation: generated-artifact staleness guard via a header manifest,every query name in GH.queries appears in the pruned schema's generated header comment,Object.keys(QUERIES) at test time,generated by evaluating the module,"the schema file's header lines (# <name>), generated by tools/build/graphql-schema.mjs",generated by npm run graphql-schema,"a fourth query added that happens to validate by luck against the existing slice, without regenerating the schema",that the schema slice is complete for the query's actual field usage; only that its name is declared,ci,test calls,1
web-tools,lib/gh-fetch.js,tools/test/graphql-schema.test.mjs,per-query dead-code check,a15767d8a2ebdb8299154dead7f3dca17bb648c9,referential integrity,adaptation: reverse-reference check (every declared document has a caller),every named query in GH.queries is referenced by a QUERIES.<name> call somewhere in gh-fetch.js's own source,QUERIES.<name> regex matches against lib/gh-fetch.js source text,generated by reading code,the query's own key name in window.GH.queries,generated by evaluating the module,"a query added and validated but never wired to a method, so the check blesses dead weight",that the referencing method actually sends the query correctly; only that some method mentions it,ci,test calls,(count follows GH.queries; currently 4)
web-tools,lib/gh-fetch.js query documents,tools/test/graphql-schema.test.mjs,per-query validate loop,a15767d8a2ebdb8299154dead7f3dca17bb648c9,schema conformance,GraphQL document validation against a schema (the GraphQL spec's own validate()),every query document in GH.queries parses and validates with zero errors against GitHub's published schema,each QUERIES[name] document,authored,tools/graphql/github-schema.pruned.graphql,generated by npm run graphql-schema from these same queries,"a renamed or removed field in a query, or a nesting GitHub's schema does not allow","that the query behaves correctly at runtime (pagination, permissions, actual field content); the sandbox cannot POST GraphQL to confirm that",ci,test calls,(count follows GH.queries; currently 4)
web-tools,lib/gh-boot.js,tools/test/one-escape-helper.test.mjs,175,d8c00c53f54ff9713e0be8b78a3e3ff0e57f4afe,behavioral expectation,adaptation: source-order invariant asserted by string-index comparison (not executed),vanilla-bundle.js is the first entry in gh-boot's BOOT manifest since later entries read window.esc,first path parsed out of the BOOT array in lib/gh-boot.js,generated by reading code,literal expected value 'vanilla-bundle.js',authored,a reorder of BOOT that puts a consumer of window.esc ahead of the bundle that defines it,that anything after the bundle actually calls esc correctly; only that it loads first,ci,test calls,1
web-tools,lib/vanilla-bundle.js (esc),tools/test/one-escape-helper.test.mjs,"41,52,61,71",d8c00c53f54ff9713e0be8b78a3e3ff0e57f4afe,behavioral expectation,unit test against hand-authored literals (xUnit),esc() escapes all five HTML-significant characters for both text and attribute contexts and turns a nullish value into an empty string without decoding first,esc(input) computed at test time,generated by calling the shared helper,hand-picked expected strings ('&amp;&lt;&gt;&quot;&#39;' etc.),authored,"a future edit dropping the quote characters the five local copies handled inconsistently, or reintroducing a decode step",that any real page's markup renders correctly with esc() in place; only the function's own input/output pairs,ci,test calls,4
web-tools,lib/vanilla-bundle.js,tools/test/one-escape-helper.test.mjs,36,d8c00c53f54ff9713e0be8b78a3e3ff0e57f4afe,mount smoke,adaptation: module-load smoke check,evaluating the bundle in a bare window stub registers a callable window.esc,"lib/vanilla-bundle.js run through new Function('window', src)(win)",authored,typeof win.esc,literal expectation ('function') authored in the test,a syntax error or a renamed export leaving window.esc undefined,that esc() escapes correctly; only that it exists,ci,test calls,1
web-tools,"lib/alpineComponents/map.js, lib/kits/text-diff.js, lib/kits/chat-render.js, lib/kits/source-peek.js, pages/repo-atlas.html",tools/test/one-escape-helper.test.mjs,160,d8c00c53f54ff9713e0be8b78a3e3ff0e57f4afe,one-way coverage,dbt-style relationships test (one direction only),each of the five files the consolidation task converted still calls window.esc,a hand-named list of five file paths in the test,authored,/window\.esc\(/ matched against each file's current source,generated by reading the file at test time,one of the five sites reverting to a private copy or removing the call during refactor,that these are the only five call sites in the repo; the file could gain a sixth unescaped interpolation elsewhere,ci,test calls,1
web-tools,lib/ and pages/ *.js/*.html files,tools/test/one-escape-helper.test.mjs,141+151,d8c00c53f54ff9713e0be8b78a3e3ff0e57f4afe,two-way membership,adaptation: set equality between a declared exemption list and a regex-derived set of matches,the EXEMPT map names every file matching the local-escape-helper pattern and only those files,files under lib/ and pages/ (minus vanilla-bundle.js) matched against ENTITY_LITERAL/OPTION_ESCAPE regexes,generated by scanning the tree at test time,EXEMPT map keys,authored,a new local escape helper copied into an unlisted file; a stale EXEMPT entry whose file was fixed and no longer matches,that the escaping in an exempt file is correct; only that the carve-out still describes something real,ci,test calls,2
web-tools,the identityOf() function itself,tools/test/properties-registry.test.mjs,"""the ownership gate does not fire across two identity spaces""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,behavioral expectation,xUnit-style unit test with a hand-derived expected value (pseudo-oracle),"identityOf() must not equate a filesystem-path identity ({identity:'path'} over path:'skills') with a registry-id identity ({identity:'registry-id'} over id:'skills'), even though the two raw strings match","identityOf(path-space fixture, {path:'skills'})",computed at test time from a hand-written fixture,"identityOf(registry-id-space fixture, {id:'skills'})",computed at test time from a second hand-written fixture,"a normalizer that keys only on the raw string (not the declared identity space) would falsely report a collision between the skills catalog registry and the portable set's skills/ directory row, as happened once when the skills catalog was renamed on 2026-08-18",that no other pair of identity spaces could still collide; this fixture exercises exactly the one pairing that broke before,ci,test calls,(part of file)
web-tools,"the identityOf() function itself, not a repo file",tools/test/properties-registry.test.mjs,"""the ownership gate still fires when two registries do claim one pair""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,behavioral expectation,"xUnit-style unit test with a hand-derived expected value (a pseudo-oracle: the ""correct"" output is the test author's own computation, not an independent source)","identityOf() must normalize {identity:'path', key:'path'} over path:'pages/x.html' and {identity:'path:pages/', key:'href'} over href:'x.html' to the same key, so two differently-keyed registries pointing at the same file are recognized as one target","identityOf(a, {path:'pages/x.html'}) on a synthetic fixture","computed at test time from a hand-written fixture, not read from any repo file","identityOf(b, {href:'x.html'}) on a second synthetic fixture",computed at test time from a second hand-written fixture,"a future change to identityOf()'s normalization silently stops matching two real spellings of one path, which the ownership-gate check alone would not notice on a clean tree, since a clean tree has nothing to collide","that this narrow pair of fixtures exercises every identity-space combination the real registries use; it proves the normalizer still does this one merge, not that it is complete",ci,test calls,(part of file)
web-tools,docs/registries.csv,tools/test/properties-registry.test.mjs,"tools/build/registries-load.mjs REGISTRY_COLS; tools/test/properties-registry.test.mjs ""the writer's column list matches the file it writes""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,declaration conformance,ArchUnit-style architecture test (a hardcoded declaration in code compared with a file's actual shape),"the REGISTRY_COLS array hardcoded in registries-load.mjs equals the header row of docs/registries.csv, in order",REGISTRY_COLS array,"authored, hardcoded in tools/build/registries-load.mjs","docs/registries.csv's first line, split on commas","generated by registries-reach's restamp, committed","a column added to or reordered in REGISTRY_COLS without a matching restamp of registries.csv, or vice versa; the file's own comment cites exactly this: the 2026-08-18 kind/membership split landed green and was reverted an hour later because the commit hook restamped from a stale column list",that the column order or presence is meaningful beyond avoiding a silent drop; it says nothing about whether a column's values are correct,ci,test calls,13
web-tools,docs/registries.csv,tools/test/properties-registry.test.mjs,"tools/build/registries-reach.mjs deriveRendersIn(); tools/test/properties-registry.test.mjs ""renders_in matches its derivation on every registry""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,derived-artifact drift,regeneration test,"every registries.csv row's renders_in list matches the app files deriveRendersIn() finds naming that registry's carrier file, recomputed now",registries.csv `renders_in` column,"generated by `npm run registries-reach`, committed","deriveRendersIn(repoRoot, files) recomputed now","same function, run fresh at test time","an app or lib file starts or stops referencing a registry's carrier path without restamping, leaving renders_in claiming a reader that no longer reads it or missing one that newly does","that an empty renders_in list, which the file's own comment calls ""the Registries tab's warning state"", is itself a problem worth fixing rather than an accurate report of neglect",ci,test calls,(part of file)
web-tools,docs/registries.csv,tools/test/properties-registry.test.mjs,"""every ungoverned registry says why..."" (assert.equal(ungoverned.length, 0, ...",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,ratchet,"ratchet test (ArchUnit FreezingArchRule): a count may not rise, and a fall must be re-pinned",the number of registries.csv rows with fields=ungoverned must be exactly the literal 0 written in the test,"registries.csv `fields` column, counted for the value `ungoverned`",authored,the literal 0 hardcoded in the test's assertion,"authored, a deliberately-edited ratchet value (the file's comment: it moved four times in two days, always down)","a session declaring a new carrier ungoverned as a shortcut instead of finding a way to govern it, which the test forces to be a deliberate edit to this file rather than a silent pass","that zero is the correct number forever; only that any change away from it is a conscious act, not an assertion that ungoverned carriers cannot legitimately exist",ci,test calls,(part of file)
web-tools,docs/tools.csv,tools/test/properties-registry.test.mjs,"""every tools row resolves to a page the gallery owns""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,referential integrity,"dbt relationships test, one-way (foreign key)","every docs/tools.csv row whose path is not a cross-repo reference (contains no ':') names a page that exists as a row in docs/pages.csv, prefixed pages/",docs/tools.csv path-equivalent column (the registry's declared key),authored,'pages/' + row[key] over every docs/pages.csv row,generated by tools/build/pages-index.mjs,a page renamed or removed from pages/ (which regenerates pages.csv) without updating or removing the tools.csv row that inherits its title/description from it,that the inherited title and description are the ones intended; only that some row exists to inherit from,ci,test calls,(part of file)
web-tools,docs/properties.csv,tools/test/properties-registry.test.mjs,"""modes are coherent..."" (existsSync(d.deriver",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,referential integrity,"dbt relationships test, one-way, to the filesystem","every properties.csv declaration with mode=computed names a deriver that exists on disk, and every mode=recorded declaration names no deriver",properties.csv `mode`/`deriver` columns,authored,the filesystem at repoRoot,read live at test time,a deriver script renamed or moved without updating the declarations that name it; a declaration switched to computed without adding a deriver path,"that the named deriver actually computes this property, only that a file exists at the path",ci,test calls,(part of file)
web-tools,docs/properties.csv,tools/test/properties-registry.test.mjs,"""registries are well-formed..."" (byRegistry.has(d.registry",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,referential integrity,"dbt relationships test, one-way (foreign key)",every docs/properties.csv row's `registry` column names an id that exists in docs/registries.csv,properties.csv `registry` column,authored,registries.csv `id` column,authored,a property declared for a registry id that was renamed or retired without updating every property row that pointed at it,"that the property is declared for the right registry, only that the registry named exists",ci,test calls,(part of file)
web-tools,docs/registries.csv,tools/test/properties-registry.test.mjs,"""registries are well-formed: unique ids, carriers and gates exist"" (file/gate existsSync checks",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,referential integrity,"dbt relationships test, one-way, to the filesystem","every registries.csv row's `file` path exists, and its `gate` path exists whenever `gate` is not the literal token `none`",registries.csv `file` and `gate` columns,authored,the filesystem at repoRoot,read live at test time,"a registry row added pointing at a carrier or gate file not yet created, or one later deleted or renamed without updating the row","that the named gate actually enforces the registry (only that the path resolves, not that the file's checks cover this registry's rows)",ci,test calls,(part of file)
web-tools,docs/registries.csv,tools/test/properties-registry.test.mjs,"""every registry declares its area, and leads with a title and a gloss"" (per-registry asserts",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,schema conformance,"Great Expectations expect_column_values_to_be_in_set (area) plus length/not-equal checks (title, gloss)","every registries.csv row's area is files or names, its title is non-blank and at most 40 characters, its gloss is longer than 40 characters, and title differs from gloss",registries.csv `area`/`title`/`gloss` columns,authored,the AREAS list and length/inequality literals hardcoded in the test,authored,"a new registry row added with a copy-pasted title into the gloss slot, or an area value outside the two-item vocabulary","that the gloss is an accurate or clear description, only that it exists and is not a duplicate of the title",ci,test calls,(part of file)
web-tools,docs/properties.csv,tools/test/properties-registry.test.mjs,"""every registry declares its area..."" (trailing assert.ok(d.gloss) loop",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,schema conformance,dbt not_null test,every properties.csv declaration has a non-blank gloss,properties.csv `gloss` column,authored,the not-blank requirement hardcoded in the test,authored,"a property row added with every column filled except gloss, since every other schema check in this file would still pass","that a present gloss is correct or clear, only that it is not empty",ci,test calls,(part of file)
web-tools,every governed carrier with a properties.csv required=value declaration,tools/test/properties-registry.test.mjs,"""every required:value property is present on every row""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,schema conformance,dbt not_null test,"for every properties.csv declaration graded required:value, that column is non-blank (and non-empty-array) on every row of its carrier","each governed carrier's rows, in the column named by a required:value declaration","authored or generated, depending on the carrier",the required grade on that declaration in docs/properties.csv,authored,"a new row added to a carrier without filling a column graded required:value; the test's own history: 54 declarations said value unchecked, and three were false, including one page genuinely missing a <title>","that a filled value is meaningful, only that it is present; also that a property graded counted or none instead of value is exempt here regardless of whether it is in fact blank",ci,test calls,(part of file)
web-tools,docs/registries.csv,tools/test/properties-registry.test.mjs,"""every ungoverned registry says why, and the count is the one on the books"" (per-row shape asserts",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,schema conformance,adaptation: a conditional not-null / domain check (dbt accepted_values plus a conditional required-column rule),"every row's `fields` is `governed` or `ungoverned`; an ungoverned row carries a `why` longer than 40 characters and no `key`; a governed row carries no `why`, a non-blank `key`, and a `file` ending in `.csv`","registries.csv `fields`, `why`, `key`, `file` columns",authored,the domain/conditional rules written in the test,"authored, hardcoded in the test","a registry marked ungoverned with a why under 40 characters (a placeholder reason), or one marked governed that still carries a stray why from before it was reconciled","that a stated why is actually true of the carrier; the test's own history says all five why reasons ever written were wrong on inspection, three being mistaken statements about this gate rather than the carrier",ci,test calls,(part of file)
web-tools,every governed carrier with a properties.csv `values` domain declared,tools/test/properties-registry.test.mjs,"""every value in a closed domain is in that domain""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,schema conformance,Great Expectations expect_column_values_to_be_in_set,"for every properties.csv declaration carrying a values list, every non-blank cell of that column in its carrier is one of the declared values","each governed carrier's rows, in the column named by a values-bearing declaration","authored or generated, depending on the carrier",the values list on that declaration in docs/properties.csv,authored,a hand-typed row using an old or misspelled value the domain no longer includes; a domain narrowed in properties.csv without updating every row using a dropped value,that the domain itself is the right closed set; only that every row currently stays inside it,ci,test calls,(part of file)
web-tools,docs/properties.csv,tools/test/properties-registry.test.mjs,"""modes are coherent..."" (mode/required domain asserts, final `pairs` Set-size assert",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,schema conformance,"dbt accepted_values (mode, required) plus dbt unique on a composite key (registry, property)","every declaration's mode is computed or recorded, every required is value, counted, or none, and no (registry, property) pair is declared twice","properties.csv `mode`, `required`, and the (registry, property) pair per row",authored,"the domain literals hardcoded in the test, and the same pair column deduplicated via Set",authored,a typo in mode or required; a duplicated declaration left behind after a property was redeclared instead of edited in place,"that a mode/required grade, though valid, is the right one for that property",ci,test calls,(part of file)
web-tools,docs/registries.csv,tools/test/properties-registry.test.mjs,"""registries are well-formed..."" (new Set(ids).size === ids.length",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,schema conformance,dbt unique test,no two docs/registries.csv rows share an `id`,registries.csv `id` column values,authored,"the same column, deduplicated via Set",derived at test time (a Set built from a),a copy-pasted row whose `id` was not changed,"that the id is well-chosen or descriptive, only that it is not repeated",ci,test calls,(part of file)
web-tools,"every governed registry's carrier file (e.g. docs/harness.csv, docs/pages.csv, docs/tools.csv)",tools/test/properties-registry.test.mjs,"""each governed carrier holds exactly its key plus its declared properties""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,two-way membership,set equality on a key (per-registry column set vs declared property set),"for every registry marked governed, its carrier's actual CSV header fields equal exactly its key column(s) plus the properties docs/properties.csv declares for that registry id",each governed carrier's own CSV header row,"read live from disk at test time (generated by that registry's own builder, upstream of this check)","docs/properties.csv rows filtered to that registry, plus the registry's declared key",authored,"a carrier gains a column (a builder change, a hand edit) with no matching properties.csv row, an unaccounted classification; or a properties.csv row survives after its carrier drops the column, a stale declaration","that a declared property's stated meaning, mode, or domain is accurate; only that the column exists where declared and is declared where it exists",ci,test calls,(part of file)
web-tools,"every governed, identity-bearing registry (harness.csv, pages.csv, tools.csv, and others declaring identity)",tools/test/properties-registry.test.mjs,"identityOf()/assertionOwners() (""no target answers to two registries for the same property""",f9d1278c03ce79071f6578d18a4a5efbd07f3aad,uniqueness across carriers,"dbt unique, on the composite key (target, property) across every registry rather than within one","for any two governed registries sharing an identity space, no (target, property) pair is asserted (a non-blank value declared) by more than one registry","every governed, identity-bearing registry's non-blank declared-property cells, keyed by (identity space, target, property)",read live from each carrier at test time,"the same keyed set, requiring at most one owning registry id per key",derived at test time (assertionOwners() groups by key),"two registries both filling in the same property for the same target, as harness.csv and the portable set's own registry both once asserted role over nine scripts, and pages.csv and tools.csv both asserted title/note over four pages with note differing on all four","that the surviving owner's value is correct, only that exactly one registry claims it; resolved collisions are fixed by inheritance (blanking one side), which this check cannot itself verify was done correctly at render time",ci,test calls,(part of file)
web-tools,pages/toss-render.html (framed gh= toss of pages/shorter.html),tools/test/render-copy.mjs,gh-toss checks,0228f1d0cfcdda791488c117f9ebc466d9197716,behavioral expectation,adaptation: e2e check driven through a real Alpine component in a real browser,"the FAB drawer's render-copy action aims at the framed subject rather than the shell, reads the subject's own module registry, copies the subject's page (not the toss shell), and inlines the subject's chain","state read from the FAB's Alpine component (d.takeTarget.path, d.takeTarget.scripts, the copied HTML's <title> and build markers), captured live via headless Chromium after the toss loads pages/shorter.html in a frame",generated by the SUT running live,"hand-authored expectations ('pages/shorter.html', a title regex /Shorter/i, hasBuild===true)",authored,the drawer's target-detection aiming at the shell's own path instead of the framed subject's,that the shell's own path resolution works outside a github.io hostname; loopback has no such hostname so that part is untested here,suite-only,test calls,5
web-tools,pages/toss-render.html (#gz= payload toss),tools/test/render-copy.mjs,gz-toss framing checks,0228f1d0cfcdda791488c117f9ebc466d9197716,behavioral expectation,adaptation: e2e check on a real Alpine component,"the shell stamps the payload as window.__tossPayload, treats the payload itself (not the shell) as the take target, and its row label says 'already self-contained' rather than promising a build","seen.stamped, seen.target, seen.label observed live via Alpine's $data",generated by the SUT running live,"hand-authored expectations (true, true, a label regex)",authored,the drawer offering a bake action on a payload that needs no building,that the label text is helpful to a reader; only that it is present and matches the pattern,suite-only,test calls,3
web-tools,pages/shorter.html and lib/kits/demos/compression.html (renderCopy output),tools/test/render-copy.mjs,pass 1 chain-page checks,0228f1d0cfcdda791488c117f9ebc466d9197716,behavioral expectation,adaptation: structural check on a function's output driven through a real headless browser,"renderCopy() on a chain-booted page succeeds, inlines the chain, carries the read value, rewrites the boot import to the carried build, and stores the build as readable source rather than percent-encoded","out (the object window.exporter.renderCopy() returns, observed via Playwright) for each CASE with chain:true",generated by the SUT running live in Chromium,"hand-authored expectations (READ_PATH present, specific substrings 'import(window.__wtBuild)', 'const __CACHE = {', absence of the data: URI form)",authored,"a future bake() change that stops inlining a module class, or reverts to percent-encoding",that the copy actually renders standalone; that is checked separately in pass 2,suite-only,test calls,5
web-tools,pages/shorter.html and lib/kits/demos/compression.html (network boundary),tools/test/render-copy.mjs,host-block checks,0228f1d0cfcdda791488c117f9ebc466d9197716,metamorphic relation,"metamorphic testing (Chen, Cheung and Yiu 1998): the same page under a transformed condition must render identically","the copy never reaches a token-gated web-tools host, and the number of runtime jsDelivr requests it does make agrees with the cdnRefs count renderCopy() reported when it built the copy","requests to jsDelivr, raw.githubusercontent.com or api.github.com for mehrlander, intercepted live during pass 2",generated by Playwright's request interception,out.cdnRefs (the count renderCopy() reported at bake time),generated by the SUT during pass 1,"a CDN reference bake() misses at build time but the browser still fetches at run time, so the two counts diverge","that a reached jsDelivr host is itself acceptable; the comment says it must be reported, not that reporting excuses it",suite-only,test calls,2
web-tools,pages/word-select.html,tools/test/render-copy.mjs,no-chain case,0228f1d0cfcdda791488c117f9ebc466d9197716,metamorphic relation,"metamorphic testing (Chen, Cheung and Yiu 1998): the same page under a transformed condition must render identically","a page with no gh.load chain cannot boot gh to run renderCopy, and lib/build.js's own bakeable() function independently agrees there is nothing to inline","renderCopy() failure message observed live, and buildKit.bakeable(src) called directly against the page's source",generated by running the browser and by evaluating lib/build.js respectively,"literal expectation (/did not boot gh/, false)",authored,"build.js's bakeable() detector changing its heuristic without the live behavior changing to match, or vice versa",that every chainless page is correctly detected; only the one named page,suite-only,test calls,2
web-tools,pages/shorter.html and lib/kits/demos/compression.html (offline replay),tools/test/render-copy.mjs,pass 2 checks,0228f1d0cfcdda791488c117f9ebc466d9197716,metamorphic relation,"metamorphic testing (Chen, Cheung and Yiu 1998): the same page under a transformed condition must render identically","the copy served at a fresh origin with every web-tools host blocked boots offline, loads the same module count, renders substantial visible text, resolves a read() call from inlined data, and raises no error the live page did not already raise","state (scripts, text length, readBack, builtOffline) and errors observed rendering the copy string, with jsDelivr/raw/api.github.com for mehrlander aborted",generated by the SUT running live under network restriction,"the same page's pass-1 (live, unrestricted) rendering: liveScripts count and liveErrors list",generated by the SUT running live with normal network resolution,"a module that only loads correctly with the repo's own network reachable, so the bake silently drops behavior","that the copy is byte-identical to the live page; only that observable behavior (script count, rendered text, read-back value, error set) matches",suite-only,test calls,5
web-tools,pages/toss-render.html (#gz= payload toss),tools/test/render-copy.mjs,gz-toss adoption check,0228f1d0cfcdda791488c117f9ebc466d9197716,re-derivation,adaptation: round-trip invariant through gzip+base64url encoding,the payload string the shell decompresses and adopts as the take target is byte-identical to the original literal payload before it was gzipped and encoded,seen.adopted (decompressed in the live page after the shell reads the #gz= fragment),generated by the SUT running live,the original payload literal authored in the test before gzipSync/base64 encoding,authored,a base64url replacement or padding-strip step corrupting the payload during decode,"that gzip/base64url handling is correct for any payload, not just this one small HTML string",suite-only,test calls,1
web-tools,docs/repetitions.csv,tools/test/surfacing-manifest.test.mjs,"""the primitives section parses..."" (owns.some(r => r.where.includes('surfacing'",c67c77095e13ee72e6b0debae7fdec520b6783dd,existence,"adaptation: a registered-repetition lookup (docs/owners.csv model), one-way","docs/repetitions.csv has at least one row whose where column mentions ""surfacing"", recording that docs/surfacing.csv is a tracked repetition of the prose SURFACING.md owns",docs/repetitions.csv `where` column,authored,"the literal substring ""surfacing""","authored, hardcoded in the test","the repetitions.csv row renamed or removed (the file's own comment says this relation used to be a `doc` field on the manifest itself, since retired in favor of this registry) without anything else keeping the two files' ownership on record","that repetitions.csv's row is being enforced anywhere else; this only checks the row is present, not that anything holds the two files' summaries in sync (the file's own header says summaries ""stay unchecked"")",ci,test calls,(part of file)
web-tools,docs/surfacing.csv (and the SURFACING.md primitives section),tools/test/surfacing-manifest.test.mjs,"""the primitives section parses and both sides are non-trivial"" (the two length>10 asserts",c67c77095e13ee72e6b0debae7fdec520b6783dd,mount smoke,adaptation: a parse-succeeded smoke test (guards against a regex silently matching zero items rather than checking content),"the SURFACING.md primitives section yields more than 10 bold lead-in bullets, and docs/surfacing.csv has more than 10 rows","leadIns, parsed from the ## Surfacing primitives section of SURFACING.md via the ^\* \*\*(.+?)\*\* regex",read live from docs/SURFACING.md at test time,"manifest.primitives, parsed from docs/surfacing.csv",authored (a session adds a row when it adds a primitive),"a heading rename that moves the ## Surfacing primitives marker or the closing \n--- so the section-extraction regex returns an empty or truncated slice, which would otherwise make the membership checks vacuously pass on zero items","that the two sides are non-trivial says nothing about whether their contents actually correspond, which is the membership tests' job",ci,test calls,4
web-tools,docs/surfacing.csv,tools/test/surfacing-manifest.test.mjs,"""every SURFACING.md primitive has a manifest row""",c67c77095e13ee72e6b0debae7fdec520b6783dd,one-way coverage,dbt relationships test (one direction of the two-way membership),every bold lead-in bullet in SURFACING.md's primitives section has a matching lead in docs/surfacing.csv,leadIns from SURFACING.md,read live from docs/SURFACING.md at test time,"manifest.primitives `lead` column, normalized",authored,"a new primitive bullet added to SURFACING.md's prose without a matching manifest row, or an existing bullet's bold lead-in reworded without updating the row's lead","that the manifest row's use/title summary paraphrases the primitive correctly; the file's own header says summaries ""are paraphrases and stay unchecked""",ci,test calls,(part of file)
web-tools,docs/surfacing.csv,tools/test/surfacing-manifest.test.mjs,"""every manifest row points at a real SURFACING.md primitive"" (doc.has(norm(p.lead)) half",c67c77095e13ee72e6b0debae7fdec520b6783dd,one-way coverage,"dbt relationships test (the other direction, completing two-way membership)",every docs/surfacing.csv row's lead matches a bold lead-in that currently exists in SURFACING.md's primitives section,manifest.primitives `lead` column,authored,leadIns from SURFACING.md,read live from docs/SURFACING.md at test time,"a primitive bullet removed or reworded in SURFACING.md (a merge, a rewrite) while its manifest row survives, pointing at prose that no longer exists","same as the other direction's row, mirrored",ci,test calls,(part of file)
web-tools,docs/surfacing.csv,tools/test/surfacing-manifest.test.mjs,"""every manifest row points at a real SURFACING.md primitive"" (p.key && p.title && p.use",c67c77095e13ee72e6b0debae7fdec520b6783dd,schema conformance,"dbt not_null test, on three columns at once","every docs/surfacing.csv row has a non-blank key, title, and use",docs/surfacing.csv `key`/`title`/`use` columns,authored,the not-blank requirement hardcoded in the test,authored,"a manifest row added with a lead and nothing else filled in, which the two membership checks alone would not catch since they check only lead","that a filled use field is a clear or accurate description of when to reach for the primitive, only that it is not empty",ci,test calls,(part of file)
web-tools,docs/tests.csv derived columns,tools/test/tests-registry.test.mjs,derivation test,df9c5df2da16bb3144161ae90ad280bf1ea694cd,derived-artifact drift,"regeneration test: rerun the deriver, compare",the stamped columns match what deriveTests() computes now,"docs/tests.csv assertions, method, runner, boot_smoke",generated by tests-index.mjs,deriveTests(repoRoot) output,same function as the stamper,a test edited without restamping,that the derivation is right; both sides are one function,ci,test calls,(same file)
web-tools,docs/tests.csv,tools/test/tests-registry.test.mjs,completeness test,df9c5df2da16bb3144161ae90ad280bf1ea694cd,two-way membership,set equality on path,every test file has a row and every row a file,tools/test/*.mjs on disk,generated by sessions adding files,docs/tests.csv path column,authored,"a file added without a row, a row left after a delete",that protects is true,ci,test calls,11
